TAZ_ID,State,County,Town,RPA,Minority,Low_inc,Jobs30Hwy,Jobs60Trn,Retl30Hwy,Retl60Trn,HEdu20Hwy,HEdu40Trn,Heal20Hwy,Heal40Trn,TrnProdTm,TrnAttrTm,HwyProdTm,HwyAttrTm,JobsAccCmp,RetlAccCmp,HEduAccCmp,HealAccCmp,CongVMT_sqmi,TotalVMT_sqmi,TotalVHT_sqmi,CO_sqmi,NOX_sqmi,VOC_sqmi,CO2_sqmi
1221,MA,Essex,Peabody,MAPC,0.096774194,0.409836066,214548,2045,40181,510,26347,0,951,0,85.083786,73.114815,19.832405,19.489096,212462.8438,39791.73438,26088.47461,941.668457,25939.00988,74846.36231,2342.300303,70.564159,3.379256,1.494234,17978.7424
1222,MA,Essex,Peabody,MAPC,0.308492201,0.399628253,237620,7645,43073,1935,28634,0,951,0,70.310501,69.319336,16.87451,16.570389,236020.7656,42786.92969,28434.88086,944.38678,5469.658374,96093.27132,3487.541566,83.150716,3.617703,1.972809,23137.25482
1223,MA,Essex,Peabody,MAPC,0.057742782,0.399433428,220370,9506,41453,2012,21602,0,951,0,86.272621,62.160053,15.257227,14.97691,218801.0938,41159.54688,21441.27344,943.924194,44482.6155,69101.16376,2497.304387,64.871122,3.152116,1.479714,17736.60126
1224,MA,Essex,Peabody,MAPC,0.031691079,0.401336303,230611,0,40423,0,19133,0,951,0,130.037811,91.446602,16.532438,16.467949,230564.3438,40414.82422,19129.13086,950.807678,2615.695749,20135.65616,697.4028,18.221121,0.834561,0.408845,4823.678428
1225,MA,Essex,Peabody,MAPC,0.236571429,0.396788991,254981,4716,46136,356,8595,0,951,0,85.177315,85.479843,18.99692,20.756599,253661.8281,45894.6875,8549.694336,945.987183,133827.0186,316460.7559,8622.312101,308.653201,14.913303,5.965868,72024.88157
1226,MA,Essex,Peabody,MAPC,0.0580535,0.257301808,235764,0,43362,0,8595,0,207,0,144.301422,141.223251,19.19434,17.669666,235496.1094,43312.73047,8585.233398,206.764786,39655.52592,74814.60213,2304.524886,61.275688,3.092588,1.437096,17286.65696
1227,MA,Essex,Peabody,MAPC,0.116514691,0.329268293,249266,0,42760,0,8595,0,1010,0,173.208054,168.272461,17.372824,16.794029,249092.1406,42730.17578,8589.005859,1009.295532,52169.49662,482266.5599,10624.79288,496.689898,25.448449,8.640233,104757.9951
1228,MA,Essex,Peabody,MAPC,0.053889171,0.248175182,232623,0,39629,0,8595,0,207,0,148.020828,93.59848,17.945419,16.767111,232599.1563,39624.94141,8594.119141,206.978775,7337.909479,12928.77578,752.07991,13.296869,0.519427,0.363764,4082.36977
1229,MA,Essex,Peabody,MAPC,0.053850782,0.256345178,260969,0,45657,0,8595,0,207,0,0,0,17.396725,16.500551,260968.9844,45657,8595,207,165.070757,18803.5471,621.510631,15.431068,0.680503,0.36524,4303.094814
1230,MA,Essex,Peabody,MAPC,0.04822695,0.246336357,251390,0,42090,0,8595,0,207,0,0,0,17.896162,17.323643,251389.9844,42090,8595,207,459.596215,15189.30211,460.443444,12.359393,0.574292,0.284386,3356.874297
1231,MA,Essex,Danvers,MAPC,0.074485825,0.312820513,199803,176,38317,10,28634,0,804,0,87.4515,85.286018,16.326067,16.027338,199053.8125,38173.23438,28526.53906,800.982605,25463.44411,44121.94313,2157.048189,42.055346,1.595086,1.089572,12379.60459
1232,MA,Essex,Danvers,MAPC,0.046052632,0.326086957,203828,0,38801,0,28634,0,804,0,83.21315,88.221657,19.49262,19.127501,202805.5625,38606.36719,28490.36719,799.96698,0,19162.51864,565.494075,15.581935,0.807063,0.353652,4309.181208
1233,MA,Essex,Danvers,MAPC,0.049918611,0.312893082,186011,509,36143,85,28634,0,804,0,63.495743,98.773766,15.426764,15.364619,185110.2969,35967.91797,28494.9668,800.096191,20562.20617,34928.14222,1522.17216,33.248539,1.480293,0.829479,9797.844969
1234,MA,Essex,Danvers,MAPC,0.418181818,0.363636364,203609,938,38884,180,28634,0,804,0,74.866852,78.986389,17.665138,17.121431,202753.1719,38720.5625,28513.08594,800.604919,66058.56176,146415.1251,3915.059742,133.456572,6.983949,2.728229,33499.03086
1235,MA,Essex,Danvers,MAPC,0.0625,0.359375,212118,1691,40353,1285,28634,0,804,0,79.794075,84.86927,18.723713,18.344355,210959.5313,40137.91797,28476.35938,799.57373,6941.681307,59810.17133,2075.245631,51.326686,2.420553,1.219275,14672.49848
1236,MA,Essex,Danvers,MAPC,0.044666667,0.248511905,233017,0,42229,0,28634,0,1010,0,68.778732,64.47995,15.41148,15.023201,231802.9688,42008.98438,28484.8125,1004.737793,8453.148651,45507.61748,1603.342768,38.965748,1.879331,0.941502,11235.12253
1237,MA,Essex,Danvers,MAPC,0.036433365,0.360995851,195255,0,37492,0,28634,0,804,0,87.440536,81.955643,16.287977,15.864328,194467.7813,37340.84375,28518.55664,800.758484,0,14856.00144,454.677363,12.245334,0.566344,0.277042,3287.534035
1238,MA,Essex,Danvers,MAPC,0.066343042,0.359570662,195088,376,37261,27,28634,0,804,0,38.167583,33.671391,16.489996,16.181738,194684.3594,37183.8125,28574.63867,802.333252,205702.7029,328896.3351,9916.038681,295.342428,14.846501,6.485645,78267.33546
1239,MA,Essex,Danvers,MAPC,0.043665437,0.360742706,215429,0,39548,0,28634,0,804,0,89.21489,86.202156,15.849429,15.616712,214781.3125,39429.09766,28547.91211,801.582825,567.826977,19624.38321,609.611896,16.157375,0.699499,0.374981,4391.787068
1240,MA,Essex,Danvers,MAPC,0.065682281,0.361431871,207507,0,39048,0,28634,0,804,0,41.640881,33.980206,16.2714,16.065298,207216.7969,38993.39063,28593.95508,802.87561,6281.281613,36123.71556,1179.49932,29.727716,1.301278,0.701702,8267.382874
1241,MA,Essex,Danvers,MAPC,0.040344828,0.204457364,170780,0,33285,0,18096,0,387,0,0,0,15.142126,14.893344,170780,33285,18096,387,21112.9172,37196.85494,1431.64048,32.773643,1.551711,0.809254,9656.004559
1242,MA,Essex,Danvers,MAPC,0.091511936,0.199376947,162167,0,31573,0,18096,0,804,0,0,0,17.999868,17.617477,162167,31573,18096,804,83569.77941,122483.9527,3859.621107,108.820972,5.525897,2.458871,29930.35432
1243,MA,Essex,Danvers,MAPC,0.092198582,0.246056782,228247,0,40320,0,23889,0,1010,0,0,0,17.604851,17.065838,228246.9844,40320,23889,1010.000061,42538.70605,251928.4459,6243.068145,262.666482,12.223439,4.665772,55537.90836
1244,MA,Essex,Danvers,MAPC,0.048306998,0.244966443,214692,0,38742,0,18096,0,1010,0,0,0,14.878593,14.911801,214692,38742,18096,1009.999939,17105.68697,80624.66289,2095.455178,81.286903,4.073992,1.524509,18471.18451
1245,MA,Essex,Danvers,MAPC,0.033378933,0.211850649,207528,0,37392,0,18096,0,863,0,62.759521,52.97261,15.20424,14.907893,207498.0938,37386.61328,18093.39258,862.875671,4046.842311,21395.89147,550.813916,19.690111,1.014092,0.391207,4762.720929
1246,MA,Essex,Danvers,MAPC,0.016528926,0.23943662,254618,0,41652,0,8595,0,1010,0,0,0,18.788519,18.940838,254618.0156,41652,8595,1010,50372.89173,165469.6643,4398.423916,162.283618,7.9758,3.12244,37506.7649
1247,MA,Essex,Danvers,MAPC,0.238095238,0.236842105,253967,0,42019,0,10882,0,1010,0,0,0,18.006903,17.849241,253967,42019,10882,1010,618.605195,161488.6772,2959.716813,155.049736,8.783339,2.681761,33390.38861
1248,MA,Essex,Danvers,MAPC,0.09315376,0.236686391,251594,0,41147,0,8595,0,593,0,0,0,17.462469,17.214005,251594,41147,8595,593,11618.95944,151047.3762,3425.926662,153.382304,8.129694,2.746706,33450.75825
1249,MA,Essex,Danvers,MAPC,0.152920962,0.238636364,227061,0,36882,0,8595,0,446,0,0,0,19.323843,19.119228,227061,36882,8595,446,2156.491364,8647.122808,268.138599,7.075053,0.358059,0.16573,2008.486998
1250,MA,Essex,Danvers,MAPC,0.083333333,0.235294118,234052,0,38545,0,8595,0,593,0,0,0,20.531549,19.59223,234052,38545,8595,593,26353.46951,87873.05552,2452.664827,75.294459,4.124983,1.642995,20092.40466
1251,MA,Essex,Danvers,MAPC,0.070265638,0.242009132,197751,0,35518,0,11328,0,446,0,0,0,17.58515,17.435177,197751,35518,11328.00098,446,5752.037807,36209.59419,1009.484493,32.724557,1.594174,0.677427,8094.323979
1252,MA,Essex,Middleton,MAPC,0.051353875,0.211081794,229453,0,36556,0,8595,0,60,0,0,0,17.68442,17.259455,229453,36556,8595,60,11118.33428,32762.51884,1119.08881,30.373766,1.299851,0.670951,7833.261083
1253,MA,Essex,Middleton,MAPC,0.059459459,0.204301075,227502,0,36187,0,8595,0,60,0,0,0,17.751747,17.418732,227502,36187,8595,60,0,0,0,0,0,0,0
1254,MA,Essex,Middleton,MAPC,0.05608283,0.210850801,239345,0,35809,0,8595,0,10,0,0,0,17.811394,17.493595,239345,35809,8595,10,11968.20036,22662.81123,869.227943,19.662993,0.866691,0.482679,5682.836216
1255,MA,Essex,Middleton,MAPC,0.298898595,0.211309524,218531,0,35169,0,8595,0,119,0,0,0,19.47617,19.089203,218531,35169,8595,119,5297.08622,120982.2236,2321.554098,134.153803,6.743302,2.109258,25641.64138
1256,MA,Essex,Middleton,MAPC,0.060818713,0.212765957,226705,0,30809,0,11259,0,59,0,0,0,20.638443,20.447336,226705,30809,11259,59,8037.421369,16526.93562,497.7191,15.190471,0.678947,0.316315,3740.221777
1257,MA,Essex,Topsfield,MAPC,0.040498442,0.159322034,197067,0,34719,0,10882,0,446,0,0,0,17.45434,17.328196,197067,34719,10882,446,9244.359958,19116.82677,542.339609,15.364516,0.800284,0.351349,4250.181359
1258,MA,Essex,Topsfield,MAPC,0.03856383,0.157480315,206783,0,32926,0,10882,0,220.5,0,153.169647,78.870682,17.109261,17.008904,206764.9531,32923.125,10881.04981,220.480759,3647.28332,29558.92618,837.54857,23.761114,1.188883,0.537507,6424.178914
1259,MA,Essex,Topsfield,MAPC,0.053375912,0.157894737,183291,0,28339,0,10882,0,210.5,0,165.573425,108.460747,17.796183,17.756365,183284.75,28338.0332,10881.62891,210.492813,0,6105.404548,179.674406,4.961083,0.234621,0.112513,1330.047044
1260,MA,Essex,Topsfield,MAPC,0.048387097,0.157464213,159229,0,26690,0,10882,0,396,0,0,0,17.076567,16.93189,159229,26690,10882,396,3540.236689,16332.82061,449.103301,13.000341,0.693856,0.294707,3574.953297
1261,MA,Essex,Boxford,MVPC,#N/A,#N/A,204476,0,29014,0,8595,0,59,0,187.719833,76.695694,16.684586,16.493593,204468.0625,29012.87305,8594.666016,58.997707,107.564533,51126.30655,925.229949,57.496957,2.881429,0.877703,10678.24035
1262,MA,Essex,Boxford,MVPC,#N/A,#N/A,216210,0,27659,0,8595,0,319.5,0,179.997726,116.314507,19.163082,19.240768,216202.7344,27658.06836,8594.710938,319.489258,1891.989969,74011.27433,1450.537117,80.074554,4.045551,1.284881,15643.96237
1263,MA,Essex,Boxford,MVPC,#N/A,#N/A,206234,0,23943,0,11259,0,168,0,0,0,19.488148,19.519598,206234,23943,11258.99902,167.999985,800.404846,8065.58455,266.252563,6.656367,0.292598,0.156731,1842.170222
1264,MA,Essex,Boxford,MVPC,#N/A,#N/A,205999,0,22060,0,11037,0,403,0,0,0,18.941853,18.943438,205999,22059.99805,11037,403,1019.801247,13145.35407,432.001882,10.843904,0.49971,0.254695,3019.277672
1265,MA,Middlesex,Reading,MAPC,0.064436793,0.233412322,340055,21936,52524,3958,0,0,940,0,75.815536,71.442619,16.179419,16.167915,334166.8125,51625.07031,0,922.601135,281875.5024,386943.9021,14322.7651,352.71489,17.319292,8.410269,100129.4188
1266,MA,Middlesex,Reading,MAPC,0.076748411,0.211150652,317102,68999,50851,6980,0,0,940,0,63.259029,60.28561,17.892019,17.889254,310005.7813,49596.20703,0,913.114197,3275.445432,48629.60604,1482.388843,40.006949,1.846457,0.916419,10847.34059
1267,MA,Middlesex,Reading,MAPC,0.104768616,0.17266626,322255,15403,49172,2439,0,0,444,0,72.457512,71.378593,16.897511,17.049488,317600.5313,48463.13281,0,437.265198,251369.0813,352641.5616,12144.94276,354.832331,17.708825,7.68664,91510.26932
1268,MA,Middlesex,Reading,MAPC,0.056786704,0.222410866,317545,18957,49293,3331,0,0,444,0,68.116615,66.230644,15.222439,15.319266,312415.875,48503.46875,0,436.372986,14666.14601,51036.68973,1776.050362,43.467731,1.817512,1.031627,12066.65086
1269,MA,Middlesex,Reading,MAPC,0.044612217,0.197696737,321894,43376,49154,5508,0,0,673,0,61.703758,58.316868,17.19529,17.211891,317334.1875,48439.44141,0,661.981812,36633.07566,58323.11958,2083.249382,50.851566,2.307007,1.215207,14380.47484
1270,MA,Middlesex,Reading,MAPC,0.049877351,0.1475,297814,13456,47105,2305,0,0,0,0,70.429367,62.093063,14.391247,14.293528,293796.5313,46472.05859,0,0,0,0,0,0,0,0,0
1271,MA,Middlesex,Reading,MAPC,0.134986226,0.219626168,321924,123372,50164,10827,0,0,673,0,60.87286,55.08231,18.921679,18.840744,314770,48746.64844,0,648.75116,12184.37847,29650.21628,1229.345439,27.389705,1.095009,0.659324,7705.441987
1272,MA,Middlesex,Reading,MAPC,0.111111111,0.282978723,332424,37948,51337,4535,0,0,673,0,65.143135,55.182381,17.629356,17.663691,324556.1875,50086.54297,0,655.01886,21586.6432,52722.02495,2065.594409,46.71928,2.025178,1.146454,13568.50117
1273,MA,Middlesex,Reading,MAPC,0.116492147,0.284603421,328137,20056,50735,3329,0,0,496,0,71.882538,63.855762,17.438229,17.361624,320493.0625,49558.78906,0,483.693542,18556.81758,35701.63189,1059.923735,28.838167,1.412092,0.670857,8001.771398
1274,MA,Middlesex,Reading,MAPC,0.102027027,0.285204991,285148,10113,46279,1858,0,0,496,0,89.94854,92.841759,17.741737,17.643902,284110.5625,46111.44141,0,494.129059,8128.57677,14611.87185,554.101322,12.735865,0.554404,0.312219,3701.753292
1275,MA,Middlesex,Reading,MAPC,0.04421892,0.194805195,297920,7481,47134,1315,0,0,0,0,107.988174,116.704918,17.70627,17.577883,297473.4063,47063.54688,0,0,7421.977392,38414.24145,1185.957205,31.242618,1.448132,0.732143,8671.305913
1276,MA,Middlesex,Reading,MAPC,0.065708419,0.150528169,297167,0,45617,0,0,0,0,0,0,0,17.142151,17.086372,297167,45617,0,0,6397.159723,31640.36037,940.573821,25.876658,1.221718,0.59376,7038.67735
1277,MA,Middlesex,North Reading,MAPC,0.039385585,0.1335578,228168,0,35570,0,8595,0,0,0,0,0,20.568495,20.142164,228168,35570,8595,0,358.070112,8092.502535,244.0325,6.579002,0.314643,0.151212,1794.460728
1278,MA,Middlesex,North Reading,MAPC,0.054629988,0.134777377,255716,0,31393,0,11259,0,0,0,0,0,19.631306,19.394464,255716,31393,11259,0,0,6507.007024,220.647883,5.388461,0.222358,0.127168,1482.950437
1279,MA,Middlesex,North Reading,MAPC,0.043921917,0.168262654,256891,0,34445,0,2664,0,0,0,0,0,18.154978,17.62842,256891,34445,2664,0,2236.026118,13862.70501,433.103199,11.401935,0.538389,0.26444,3141.731665
1280,MA,Middlesex,North Reading,MAPC,0.051740812,0.143874644,248907,0,35984,0,2664,0,0,0,0,0,19.174368,18.758005,248907,35984,2664,0,3282.560334,14789.55056,510.183568,12.473216,0.530842,0.297211,3493.302607
1281,MA,Middlesex,North Reading,MAPC,0.069767442,0.219178082,270288,0,31733,0,2664,0,0,0,0,0,19.024483,19.118254,270288,31733.00195,2664,0,1672.226605,27597.85967,813.067031,22.321308,1.088153,0.51121,6091.610236
1282,MA,Middlesex,North Reading,MAPC,0.101687187,0.223099704,291471,0,37870,0,2664,0,0,0,0,0,18.852051,18.699549,291471,37870,2664,0,8195.066076,38110.18293,1185.700509,31.580774,1.533099,0.73352,8712.78039
1283,MA,Middlesex,North Reading,MAPC,0.06586169,0.222222222,292283,0,39509,0,2664,0,0,0,0,0,19.437389,19.404461,292283,39509,2664,0,5383.23567,28904.23488,894.762382,24.428795,1.178079,0.55879,6614.542628
1284,MA,Middlesex,North Reading,MAPC,0.076433121,0.222527473,323081,0,41685,0,0,0,540,0,0,0,22.028896,22.055935,323081,41685,0,540,6603.152014,19275.99367,758.907057,17.434264,0.797734,0.424317,5021.526078
1285,MA,Middlesex,Wilmington,MAPC,0.119515885,0.143518519,336718,0,48078,0,0,0,1194,0,0,0,26.822132,27.521914,336718,48078,0,1194,82984.08922,120848.4529,3090.392995,122.244597,6.027294,2.244967,27306.64035
1286,MA,Middlesex,Wilmington,MAPC,0.043326345,0.140127389,330267,0,43205,0,0,0,984,0,0,0,18.926943,19.551798,330267,43205,0,984.000061,200036.9874,294535.3489,7629.617147,298.912603,14.674862,5.583288,67432.33219
1287,MA,Middlesex,Wilmington,MAPC,0.033033033,0.139130435,319394,3668,39293,543,0,0,1194,0,110.562149,102.348106,28.007877,28.934586,317188.9063,39022.35938,0,1185.660767,33140.01682,65845.62124,2151.350917,55.339679,2.734254,1.313281,15865.04401
1288,MA,Middlesex,Wilmington,MAPC,0.064792758,0.137313433,285061,11105,33825,1390,0,0,1017,0,91.893829,86.256203,18.883591,19.121044,282778.4688,33554.76172,0,1008.526672,7018.589851,22516.51689,756.213033,18.680445,0.867343,0.446802,5317.120493
1289,MA,Middlesex,Wilmington,MAPC,0.069293478,0.147227533,310100,17408,34913,2108,0,0,807,0,84.624313,79.400314,18.931255,19.111343,306787.6875,34541.75781,0,797.867432,25904.90734,50190.99846,2075.713581,45.756922,1.997092,1.148005,13369.33008
1290,MA,Middlesex,Wilmington,MAPC,0.072366314,0.135135135,295635,897,32715,411,0,0,807,0,93.146713,91.428825,16.773354,16.834894,294647.1875,32606.73633,0,804.29541,6136.307665,20493.50129,739.441855,17.41996,0.762471,0.420408,4960.780809
1291,MA,Middlesex,Wilmington,MAPC,0.094318182,0.157894737,309979,897,33229,411,0,0,540,0,80.613716,64.555679,17.817846,17.83025,309648.8438,33193.94531,0,539.423218,8829.1878,26880.76839,981.857539,22.770133,0.932289,0.550278,6413.523328
1292,MA,Middlesex,Wilmington,MAPC,0.070503597,0.195473251,307335,9424,33479,1329,0,0,807,0,83.862526,79.365288,19.214062,19.480844,304611.6563,33185.10156,0,799.622864,17623.02009,52071.43045,1616.811485,43.434482,2.319101,1.000508,12083.24538
1293,MA,Middlesex,Wilmington,MAPC,0.084256462,0.195630586,307360,897,33621,411,0,0,540,0,77.282936,58.416706,18.775414,18.870258,306517.9063,33529.74609,0,538.516174,23845.17845,40458.86261,1191.241766,40.363604,1.850629,0.792467,9422.301094
1294,MA,Middlesex,Wilmington,MAPC,0.058823529,0.19054878,337180,5013,37733,1023,0,0,540,0,92.725113,86.3508,17.366037,17.562885,335069.4063,37499.74609,0,536.568848,6102.743032,21924.26922,825.59966,18.897773,0.766178,0.458297,5360.107741
1295,MA,Middlesex,Wilmington,MAPC,0.082010582,0.147385103,321563,0,38303,0,2664,0,540,0,113.893288,111.495712,22.278446,22.068117,320964.2813,38231.68359,2659.039795,538.994568,92176.88569,140373.3974,3452.243463,149.649944,7.339413,2.621991,31646.52494
1296,MA,Middlesex,Wilmington,MAPC,0.090020576,0.190026954,348123,965,43290,169,2664,0,540,0,108.814514,106.634438,20.671774,20.52035,347676.375,43234.51953,2660.57251,539.305298,98588.28371,147756.6817,3968.764057,155.334319,7.580005,2.834307,34298.57814
1297,MA,Middlesex,Wilmington,MAPC,0.143418468,0.216783217,262082,0,28548,0,2664,0,540,0,0,0,28.337475,28.231327,262082.0156,28547.99805,2664,540,0,2728.99645,92.545556,2.289626,0.089279,0.053339,617.700268
1298,MA,Middlesex,Wilmington,MAPC,0,0,263411,0,29832,0,2664,0,540,0,0,0,30.901978,30.725126,263411,29832.00195,2664,540,120314.8261,192424.4147,4250.633242,209.652661,10.854439,3.498961,43081.37428
1299,MA,Essex,North Andover,MVPC,#N/A,#N/A,227180,0,26226,0,11037,0,175,0,0,0,19.697752,19.654818,227180,26226,11037,175,22554.42063,41831.38495,1240.554331,38.620404,1.776847,0.80332,9546.435496
1300,MA,Essex,North Andover,MVPC,#N/A,#N/A,216310,0,23947,0,2664,0,175,0,0,0,20.156881,20.036535,216309.9844,23947,2664,175,0,5120.789657,179.562127,4.210958,0.190425,0.10204,1216.462975
1301,MA,Essex,North Andover,MVPC,#N/A,#N/A,195853,0,19983,0,2664,0,59,0,0,0,21.357533,21.255278,195853,19983,2664.000244,59.000004,28.202053,2354.828654,80.875132,1.953869,0.084491,0.046412,548.383218
1302,MA,Essex,North Andover,MVPC,#N/A,#N/A,194558,0,19352,0,11037,0,403,0,0,0,18.837145,18.69924,194558,19352,11037,403,1515.108942,14346.18406,490.275465,11.930705,0.535304,0.284165,3367.58249
1303,MA,Essex,North Andover,MVPC,#N/A,#N/A,231889,3897,27440,395,11037,0,427.5,0,88.385406,92.965462,16.932442,16.833895,231372.4063,27378.7207,11011.99219,426.531342,0,8032.077665,270.517905,6.71256,0.29353,0.156567,1858.408908
1304,MA,Essex,North Andover,MVPC,#N/A,#N/A,244484,18946,27934,1242,11037,0,427.5,0,69.954292,73.288673,17.836599,17.914705,241262.1563,27552.70117,10879.33496,421.393097,4568.606508,97432.72359,2599.153884,97.101253,4.538458,1.82798,21797.78184
1305,MA,Essex,North Andover,MVPC,#N/A,#N/A,248324,20291,27823,1336,11037,0,427.5,0,1.544784,1.527306,16.894135,17.239765,167328.7813,18415.0625,7116.759277,275.655945,0,19252.66881,501.240494,15.161873,0.824401,0.338576,4087.746392
1306,MA,Essex,North Andover,MVPC,#N/A,#N/A,233968,20833,26643,1302,11037,0,427.5,0,66.814819,68.523071,17.787148,17.853607,230532.5781,26234.54297,10859.10059,420.609375,35180.89007,129616.0336,4249.878379,107.531947,5.026798,2.550682,30433.94453
1307,MA,Essex,North Andover,MVPC,#N/A,#N/A,256769,33899,26948,1808,11037,2664,427.5,0,53.75626,62.978821,18.176998,17.788738,250010.9844,26185.6875,10783.10742,414.537048,55926.84848,92542.29597,5581.775801,85.206517,3.488612,2.608097,29759.5881
1308,MA,Essex,North Andover,MVPC,#N/A,#N/A,238449,22274,26785,1404,11037,2664,427.5,0,64.88662,68.697701,17.810583,17.821537,234076.3125,26271.60352,10867.63477,418.852722,29489.85567,103780.4064,3217.735035,87.944116,4.306872,1.989412,23943.10952
1309,MA,Essex,North Andover,MVPC,#N/A,#N/A,225710,19633,25866,1330,11037,0,487.5,0,69.000404,70.157677,16.156593,16.106731,222741.375,25512.54883,10878.00684,480.477386,3183.681678,15242.31694,449.488351,12.497558,0.593947,0.284615,3398.047731
1310,MA,Essex,North Andover,MVPC,#N/A,#N/A,234567,26386,24950,1266,11037,0,487.5,0,71.436386,67.88932,17.622938,17.545408,230871.2188,24529.54297,10841.0625,478.84549,119862.4735,255716.4088,8349.871363,271.25037,13.697137,5.507335,66581.9318
1311,MA,Essex,North Andover,MVPC,#N/A,#N/A,228845,27867,24783,1436,11037,0,487.5,0,69.726013,70.737366,17.030479,16.942371,225391.0469,24381.76367,10847.32129,479.121948,11094.34154,39949.28318,1274.720595,32.656514,1.739349,0.77441,9582.993828
1312,MA,Essex,North Andover,MVPC,#N/A,#N/A,215301,29545,23626,1380,11037,0,596.5,0,66.938698,68.158798,17.782759,17.465954,211253.7656,23141.30859,10796.52832,583.50354,0,10192.68755,326.714414,8.535213,0.388873,0.198592,2383.673459
1313,MA,Essex,North Andover,MVPC,#N/A,#N/A,212633,14434,23860,544,11037,0,655.5,0,71.586182,71.084595,16.115294,15.894186,209654.8594,23509.65625,10871.1582,645.650513,0,1431.964315,45.162208,1.187819,0.058749,0.02785,340.084664
1314,MA,Essex,North Andover,MVPC,#N/A,#N/A,220907,13154,24770,911,11037,0,596.5,0,73.957497,74.632164,18.498644,18.27178,219439.9219,24601.51563,10959.06152,592.28772,9358.939057,14916.04769,473.802849,12.398278,0.615889,0.291064,3532.153281
1315,MA,Essex,North Andover,MVPC,#N/A,#N/A,204763,0,23461,0,11037,0,655.5,0,0,112.318527,18.106194,18.118906,204728.2031,23457.01172,11035.12402,655.388611,0,5129.089592,149.604957,4.144812,0.211631,0.093833,1134.953213
1316,MA,Essex,North Andover,MVPC,#N/A,#N/A,208884,2563,23955,127,11037,0,655.5,0,96.746147,87.205215,22.689617,22.692772,206918.0625,23727.95117,10931.83203,649.254028,3136.570267,40761.78674,1118.618248,32.823468,1.716939,0.735583,8906.670307
1317,MA,Essex,Andover,MVPC,#N/A,#N/A,263021,0,29726,0,2664,0,540,0,150.567291,109.531197,19.82477,19.765186,262942.3125,29717.10742,2663.203125,539.83844,3647.79421,9371.39009,291.519767,7.659298,0.36738,0.177947,2125.435646
1318,MA,Essex,Andover,MVPC,#N/A,#N/A,253993,2185,28451,139,11037,0,715,0,112.294762,111.647476,18.384558,18.134672,253374.8906,28381.50586,11009.9082,713.244934,14744.29462,31292.9951,951.200153,25.239941,1.244867,0.587588,7041.42398
1319,MA,Essex,Andover,MVPC,#N/A,#N/A,262240,14556,29778,873,11037,0,715,0,84.099487,85.953636,13.789894,14.190001,260740.5469,29603.00977,10970.18262,710.671387,0,30244.22797,1019.184889,25.153832,1.125142,0.589818,7026.046359
1320,MA,Essex,Andover,MVPC,#N/A,#N/A,257214,14479,27515,844,11037,0,967.5,0,74.653305,81.895912,19.202789,19.202513,253772.4844,27136.85352,10880.51563,953.782654,0,17511.02307,584.514301,14.467761,0.703352,0.340617,4132.522906
1321,MA,Essex,Andover,MVPC,#N/A,#N/A,274346,18032,29378,993,11037,0,967.5,0,70.840889,71.928291,19.976376,20.016136,269725.5938,28866.32422,10838.04297,950.05957,0,42546.06825,1262.480572,34.332807,1.707602,0.784018,9443.395425
1322,MA,Essex,Andover,MVPC,#N/A,#N/A,240058,19514,25620,1281,11037,0,967.5,0,78.639267,79.146111,23.483044,23.6157,236814.125,25262.01172,10874.66309,953.269531,0,4086.065431,143.242953,3.384656,0.161763,0.081698,992.129484
1323,MA,Essex,Andover,MVPC,#N/A,#N/A,270850,22023,28796,1420,11037,0,967.5,0,69.126358,71.451424,18.299225,18.131836,264686.5938,28117.90234,10763.61523,943.535217,22944.6512,30388.31086,974.927036,25.036044,1.266865,0.60247,7365.860353
1324,MA,Essex,Andover,MVPC,#N/A,#N/A,257769,25966,28334,1665,11037,2664,967.5,0,72.261421,72.041046,18.255901,18.275898,252910.5156,27775.03125,10861.50586,947.22168,18842.83591,48003.94534,1495.798564,39.494994,2.018756,0.926477,11309.48106
1325,MA,Essex,Andover,MVPC,#N/A,#N/A,283200,28701,29337,1867,11037,0,967.5,0,66.671906,66.555336,20.262413,20.196566,277812.4688,28755.48242,10803.35547,947.018799,0,0,0,0,0,0,0
1326,MA,Essex,Andover,MVPC,#N/A,#N/A,269590,0,30844,0,11037,0,540,0,98.361328,98.411781,21.498835,21.430319,268670.6875,30738.82031,10999.36328,538.158569,11894.47666,27683.33768,830.931092,22.751867,1.140305,0.523156,6305.581297
1327,MA,Essex,Andover,MVPC,#N/A,#N/A,260506,0,29722,0,2664,0,540,0,0,0,28.035215,27.907515,260506.0156,29722,2664,540,17307.80815,24989.26013,645.400998,23.326589,1.20206,0.460477,5635.542288
1328,MA,Essex,Andover,MVPC,#N/A,#N/A,298062,2722,31258,326,11037,0,715,0,83.20546,83.756691,21.480398,21.318556,294687.4375,30904.57031,10910.8916,706.830383,58378.05493,110845.2834,3322.081829,102.272341,5.005767,2.154797,26065.7357
1329,MA,Essex,Andover,MVPC,#N/A,#N/A,308933,0,31947,0,11037,0,967.5,0,74.366257,103.011528,21.163206,21.167414,308475.25,31899.66211,11020.64648,966.066406,120416.6324,194441.6037,4766.514487,189.711815,9.666536,3.5613,43587.07593
